   230,   338,   722
  -630,    25,   300
  -480,   131,   428
   464,   412,   915
  1247,   511,  1198
   305,   429,   888
  -505,    -3,   410
  -536,   100,   453
   186,   414,   761
  1342,   469,  1069
   678,   458,  1084
   -37,   220,   521
  -749,   -55,   376
  -252,   215,   777
  1062,   501,   904
   940,   307,  1155
   360,   230,   544
  -770,     5,   341
  -457,    82,   614
   507,   405,   730
  1466,   508,  1195
   461,   378,   841
  -621,     0,   367
  -602,    52,   498
   245,   376,   629
  1500,   501,  1128
   613,   384,   938
  -338,   135,   397
  -824,   -51,   456
   -48,   328,   701
  1441,   458,  1037
   896,   382,  1202
    50,   237,   471
 -1018,  -150,   389
  -218,   255,   632
  1175,   621,   964
   986,   349,  1212
   211,   258,   461
  -986,   -99,   372
  -257,   181,   602
   804,   644,   765
  1277,   454,  1243
   463,   440,   768
  -747,    64,   285
  -722,    38,   474
   133,   394,   799
  1628,   529,  1011
   841,   447,  1049
   -72,   230,   412
 -1020,  -104,   427
  -277,   127,   611
   672,   630,   939
  1268,   487,  1161
   499,   428,   735
  -510,    92,   322
  -770,    -5,   475
   -15,   352,   861
  1623,   530,   945
   879,   469,  1087
    73,   280,   451
  -931,  -116,   393
  -400,   142,   672
   757,   395,   812
  1314,   426,  1138
   477,   343,   698
  -554,    32,   244
  -801,   -41,   351
     6,   288,  1015
  1290,   530,  1090
   774,   415,  1208
   198,   281,   607
  -734,   -34,   402
  -601,    -4,   527
    18,   395,   770
  1182,   439,   745
  1140,   482,   985
   357,   374,   751
  -826,   -11,   499
  -769,     3,   571
  -121,   375,   744
   608,   613,   972
  1344,   395,   718
   669,   422,   842
   298,   339,   732
  -151,   200,   632
  -538,    31,   601
  -498,   130,   658
  -391,   109,   642
   707,   672,   816
  1697,   521,   961
  1007,   507,   818
  -233,   321,   540
 -1432,  -173,   435
  -415,   298,   736
  1123,   751,   639
  1629,   516,  1024
   672,   710,   619
 -1523,  -117,   267
  -458,   287,   361
  1408,   533,  1035
  1206,   447,  1052
   379,   396,   485
  -595,    68,   453
  -290,   107,   490
   314,   212,   730
   504,   208,   965
   498,   230,   870
  -220,    77,   611
    31,   137,   760
  1283,   421,  1185
   530,   345,   965
  -853,   108,   318
 -1074,   -10,   245
   116,   468,   782
  1874,   654,   977
  1232,   540,  1092
   196,   488,   402
 -1573,  -101,   221
  -401,   168,   446
   830,   699,   768
  1577,   502,  1215
   643,   474,   605
  -832,    71,   100
 -1149,    51,   351
  -105,   497,   642
  1577,   777,   857
  1275,   616,  1128
   640,   628,   721
  -749,   166,   326
 -1008,   -21,   471
   -98,   334,   788
  1270,   533,   791
  1194,   469,   997
   623,   432,   599
  -537,    72,   455
  -912,    -3,   517
    47,   450,   537
  1821,   597,  1082
  1190,   557,   995
    10,   297,   410
 -1159,  -221,   522
  -421,   259,   498
   612,   769,   814
  1543,   557,   861
   735,   443,   799
    -9,   248,   575
   -39,   148,   654
   332,   219,   904
     0,   187,   835
  -402,    50,   713
    48,   356,   658
  1477,   520,   710
  1075,   514,  1110
   260,   511,   649
 -1157,    81,   340
  -661,    29,   528
    98,   587,   695
  1864,   580,   908
  1003,   542,  1093
   198,   467,   568
 -1494,    38,    74
  -657,   236,   509
   709,   634,   891
  1457,   495,   967
   891,   487,   833
    97,   368,   572
 -1010,    10,   403
  -632,   109,   594
   147,   513,   884
  1488,   509,   780
   922,   457,   937
   365,   388,   707
  -595,   205,   622
  -792,    22,   476
  -220,   367,   708
  1283,   421,   750
  1013,  1145,   917
   589,   515,   787
  -538,   208,   464
  -917,   -89,   550
  -322,   184,   766
   927,   481,   604
  1512,   549,   861
   784,   488,   842
   -88,   385,   622
 -1208,    72,   452
  -512,    87,   683
   594,   582,   674
  1806,   784,   881
   872,   565,   895
   105,   522,   562
 -1278,  -151,   284
  -605,    70,   697
   111,   551,   868
  2010,   659,   840
  1016,   617,   972
   100,   478,   635
 -1295,   -28,   365
  -358,   227,   688
  1133,   512,   765
  1198,   510,  1047
   538,   452,   538
 -1140,    81,    65
  -707,   190,   663
   306,   527,   808
  1874,   613,   820
  1057,   580,   727
   371,   435,   568
  -864,  -105,   418
  -685,    72,   622
   152,   401,   836
  1868,   751,   718
   930,   460,   990
   241,   395,   678
 -1279,  -121,   281
  -624,   141,   519
   267,   620,   853
  1870,   687,  1007
   954,   555,   978
   108,   482,   570
 -1172,  -129,   137
  -708,   101,   430
   141,   395,   788
  1829,   558,   995
   770,   481,  1086
   -92,   360,   583
 -1245,   -51,   356
