    67,   100,   772
   122,   155,   881
   108,   255,   975
   147,   197,   755
   125,   148,   781
   125,   194,   765
   155,   157,   827
   141,   178,   801
   142,   173,   818
   138,   179,   797
   133,   172,   806
   138,   174,   803
   140,   170,   800
   135,   169,   802
   142,   174,   801
   139,   180,   804
   145,   174,   800
   148,   177,   799
   137,   170,   804
   134,   174,   803
   138,   179,   800
   142,   172,   800
   139,   168,   804
   141,   171,   793
   144,   181,   800
   135,   171,   801
   141,   172,   795
   142,   180,   795
   142,   167,   802
   141,   178,   797
   138,   178,   804
   142,   173,   795
   143,   181,   794
   146,   177,   792
   148,   162,   801
   137,   179,   803
   143,   165,   791
   142,   173,   795
   142,   168,   796
   138,   172,   800
   141,   175,   801
   147,   174,   801
   135,   177,   801
   146,   171,   802
   142,   174,   801
   142,   168,   798
   145,   172,   803
   144,   174,   794
   142,   175,   800
   140,   178,   798
   130,   180,   803
   147,   173,   798
   140,   170,   802
   147,   172,   796
   142,   178,   793
   137,   169,   798
   143,   179,   798
   140,   165,   797
   136,   181,   801
   141,   178,   801
   131,   170,   798
   141,   172,   800
   137,   169,   798
   141,   180,   804
   144,   173,   801
   137,   173,   793
   137,   174,   796
   139,   174,   800
   134,   170,   798
   145,   175,   799
   133,   170,   803
   138,   177,   802
   139,   176,   795
   138,   172,   802
   144,   175,   804
   137,   172,   802
   145,   170,   795
   143,   170,   794
   144,   170,   804
   137,   178,   807
   141,   173,   802
   148,   174,   801
   145,   177,   802
   141,   172,   797
   142,   174,   803
   138,   179,   792
   140,   176,   796
   141,   178,   795
   140,   175,   801
   140,   174,   798
   141,   178,   801
   139,   170,   797
   142,   174,   798
   134,   178,   797
   140,   172,   794
   142,   177,   797
   138,   177,   794
   135,   169,   805
   138,   173,   808
   143,   171,   801
